graph_id,state_id,split,future_index,future_seed,max_h,first_disconnect_step
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,10,3190315956,8,8
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,11,3191315959,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,12,3192315962,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,13,3193315965,8,4
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,14,3194315968,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,15,3195315971,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,16,3196315974,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,17,3197315977,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,18,3198315980,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,19,3199315983,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,20,3200315986,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,21,3201315989,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,22,3202315992,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,23,3203315995,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,24,3204315998,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,25,3205316001,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,26,3206316004,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,27,3207316007,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,28,3208316010,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,29,3209316013,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,30,3210316016,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,31,3211316019,8,8
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,32,3212316022,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,33,3213316025,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,34,3214316028,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,35,3215316031,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,36,3216316034,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,37,3217316037,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,38,3218316040,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,39,3219316043,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,40,3220316046,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,41,3221316049,8,4
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,42,3222316052,8,7
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,43,3223316055,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,44,3224316058,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,45,3225316061,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,46,3226316064,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,47,3227316067,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,48,3228316070,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,49,3229316073,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,50,3230316076,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,51,3231316079,8,7
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,52,3232316082,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,53,3233316085,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,54,3234316088,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,55,3235316091,8,7
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,56,3236316094,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,57,3237316097,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,58,3238316100,8,5
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,59,3239316103,8,6
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,60,3240316106,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,61,3241316109,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,62,3242316112,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,63,3243316115,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,0,1016176049,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,1,1017176052,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,2,1018176055,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,3,1019176058,7,7
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,4,1020176061,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,5,1021176064,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,6,1022176067,7,5
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,7,1023176070,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,8,1024176073,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,9,1025176076,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,10,1026176079,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,11,1027176082,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,12,1028176085,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,13,1029176088,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,14,1030176091,7,7
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,15,1031176094,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,16,1032176097,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,17,1033176100,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,18,1034176103,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,19,1035176106,7,5
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,20,1036176109,7,7
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,21,1037176112,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,22,1038176115,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,23,1039176118,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,24,1040176121,7,6
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,25,1041176124,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,26,1042176127,7,7
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,27,1043176130,7,5
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,28,1044176133,7,3
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,29,1045176136,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,30,1046176139,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,31,1047176142,7,5
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,32,1048176145,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,33,1049176148,7,7
