graph_id,state_id,split,n,e0,et,kappa0,kappat,tau_stratum,prefix_len,prefix_seed,tau0,tau,log_tau0,log_tau,L_t,deleted_edge_count,deleted_edge_fraction,edge_density,mean_degree,degree_variance,min_degree,bridge_count,avg_shortest_path_length,diameter,algebraic_connectivity,laplacian_spectral_radius,adjacency_spectral_gap,kirchhoff_index,betweenness_mean,betweenness_max,betweenness_std
g_n24_e48_k2_low_03,g_n24_e48_k2_low_03_p3,validation,24,48,45,2,2,low,3,838704574,17529398932,3960129330,23.587145247328216,22.099542520770413,1.4876027265578031,3,0.0625,0.16304347826086957,3.75,2.1041666666666665,2,0,2.86231884057971,6,0.19258841368075258,8.319829409265218,0.4077255470180927,317.4153017780364,0.08465085638998682,0.37947487295313376,0.10351899908312512
g_n24_e48_k2_low_03,g_n24_e48_k2_low_03_p5,validation,24,48,43,2,1,low,5,1338706074,17529398932,742793128,23.587145247328216,20.425928135919147,3.1612171114090692,5,0.10416666666666667,0.15579710144927536,3.5833333333333335,2.493055555555556,1,1,2.9239130434782608,7,0.1917855949066138,8.446983406907448,0.503978912874226,341.1335326300979,0.08745059288537549,0.3064336190818404,0.09906112767485745
g_n24_e48_k2_low_04,g_n24_e48_k2_low_04_p0,train,24,48,48,2,2,low,0,3912290411,18092843756,18092843756,23.618782324441153,23.618782324441153,0.0,0,0.0,0.17391304347826086,4.0,3.1666666666666665,2,0,2.847826086956522,6,0.1921197736846093,10.247062538315115,0.5273031230896503,299.32660219099307,0.08399209486166008,0.40457368718238274,0.10945956090823884
g_n24_e48_k2_low_04,g_n24_e48_k2_low_04_p3,train,24,48,45,2,1,low,3,117324615,18092843756,2102408508,23.618782324441153,21.46634943305003,2.152432891391122,3,0.0625,0.16304347826086957,3.75,2.8541666666666665,1,2,2.960144927536232,6,0.17366906854431893,9.230175196346899,0.2732516589339191,340.3609070992205,0.08909749670619234,0.32757387539996236,0.10348824516899198
g_n24_e48_k2_low_04,g_n24_e48_k2_low_04_p5,train,24,48,43,2,1,low,5,617326115,18092843756,810272556,23.618782324441153,20.51288123791996,3.105901086521193,5,0.10416666666666667,0.15579710144927536,3.5833333333333335,2.076388888888889,1,1,3.1050724637681157,7,0.15860482850464128,8.382279509273445,0.24578446263992548,364.46661824740386,0.09568511198945982,0.35337223163310116,0.10676133171491911
g_n24_e48_k2_low_05,g_n24_e48_k2_low_05_p0,train,24,48,48,2,2,low,0,3190910452,18390013761,18390013761,23.635073623849472,23.635073623849472,0.0,0,0.0,0.17391304347826086,4.0,2.5,2,0,2.7572463768115942,6,0.21417557121922287,8.620859325059573,0.4266057426750498,293.7246259095939,0.07987483530961792,0.33664178571176945,0.10007709412403179
g_n24_e48_k2_low_05,g_n24_e48_k2_low_05_p3,train,24,48,45,2,1,low,3,3690911952,18390013761,1481475664,23.635073623849472,21.116304498248308,2.518769125601164,3,0.0625,0.16304347826086957,3.75,2.4375,1,3,2.898550724637681,7,0.1897617532322965,8.126436502431611,0.48080703588709195,356.9044151305074,0.08629776021080367,0.3330070895288286,0.10385237960696433
g_n24_e48_k2_low_05,g_n24_e48_k2_low_05_p5,train,24,48,43,2,1,low,5,4190913452,18390013761,347762146,23.635073623849472,19.667029315548245,3.968044308301227,5,0.10416666666666667,0.15579710144927536,3.5833333333333335,2.576388888888889,1,3,2.9057971014492754,7,0.1980326825235361,8.496810080053207,0.6881474943421466,364.7459336704223,0.08662714097496704,0.3463674007152267,0.10448871404914888
g_n24_e48_k2_low_06,g_n24_e48_k2_low_06_p0,test,24,48,48,2,2,low,0,2469530493,19037114855,19037114855,23.6696563241029,23.6696563241029,0.0,0,0.0,0.17391304347826086,4.0,2.25,2,0,2.7681159420289854,5,0.19409001876797616,8.807137636136554,0.43588731161946903,303.400315086873,0.08036890645586298,0.4852663882656908,0.11860284153401705
g_n24_e48_k2_low_06,g_n24_e48_k2_low_06_p3,test,24,48,45,2,1,low,3,2969531993,19037114855,2213765407,23.6696563241029,21.517960706720892,2.151695617382007,3,0.0625,0.16304347826086957,3.75,2.1041666666666665,1,2,2.8840579710144927,6,0.1854161370666295,8.163885768415543,0.4113521993700777,340.8194707331057,0.08563899868247694,0.4794685551602547,0.11741198095873889
g_n24_e48_k2_low_06,g_n24_e48_k2_low_06_p5,test,24,48,43,2,1,low,5,3469533493,19037114855,228490605,23.6696563241029,19.24700565147951,4.422650672623391,5,0.10416666666666667,0.15579710144927536,3.5833333333333335,2.1597222222222223,1,3,3.221014492753623,7,0.09904699658601365,8.466278319464546,0.1856433283157406,494.04663219741406,0.10095520421607378,0.6126482213438734,0.15843225712787143
g_n24_e48_k2_low_07,g_n24_e48_k2_low_07_p0,train,24,48,48,2,2,low,0,1748150534,19504097200,19504097200,23.693890393266017,23.693890393266017,0.0,0,0.0,0.17391304347826086,4.0,2.3333333333333335,2,0,2.7934782608695654,6,0.2201143650769403,8.532038728028345,0.38987792510246955,293.0133794882855,0.08152173913043477,0.276335982857722,0.09355035626683945
g_n24_e48_k2_low_07,g_n24_e48_k2_low_07_p3,train,24,48,45,2,1,low,3,2248152034,19504097200,1845842642,23.693890393266017,21.33620172670682,2.3576886665591985,3,0.0625,0.16304347826086957,3.75,2.6041666666666665,1,2,2.8550724637681157,6,0.2102357517690518,8.452757125337694,0.3624570382166725,333.0535154832559,0.08432147562582344,0.281079000051332,0.09332227623698473
g_n24_e48_k2_low_07,g_n24_e48_k2_low_07_p5,train,24,48,43,2,2,low,5,2748153534,19504097200,1042815852,23.693890393266017,20.76519044128898,2.9286999519770376,5,0.10416666666666667,0.15579710144927536,3.5833333333333335,1.9097222222222223,2,0,2.8840579710144927,6,0.19544667457091036,8.385751648527124,0.27050685220676307,338.01791153439467,0.08563899868247693,0.3477884434406173,0.10693592162412092
